name,salary_from,salary_to,salary_currency,area_name,published_at
Художник-Иллюстратор / Графический дизайнер,40000,75000,RUR,Москва,2022-12-20T13:40:09+0300
Unity 3D Developer,250000,,RUR,Москва,2022-12-20T13:43:35+0300
Дизайнер-печатник,37000,55000,RUR,Чебоксары,2022-12-20T13:51:01+0300
Помощник системного администратора,30000,30000,RUR,Москва,2022-12-20T13:04:39+0300
Копирайтер,300000,,KZT,Астана,2022-12-20T13:21:32+0300
Delivery Manager,,5000,USD,Испания,2022-12-20T13:38:20+0300
Тестировщик,50000,,RUR,Пятигорск,2022-12-20T13:45:16+0300
Системный администратор,,50000,RUR,Казань,2022-12-20T13:25:19+0300
Инженер-тестировщик,60000,,RUR,Москва,2022-12-20T13:19:31+0300
Художник-Иллюстратор / Графический дизайнер,40000,75000,RUR,Екатеринбург,2022-12-20T13:40:14+0300
Руководитель проектов,200000,900000,RUR,Москва,2022-12-20T13:54:54+0300
Мастер по ремонту оборудования (шлагбаумы),90000,,RUR,Москва,2022-12-20T13:04:22+0300
Разработчик NodeJS (стартап),100000,300000,RUR,Москва,2022-12-20T13:04:04+0300
Специалист по программному обеспечению и сопровождению,55000,60000,RUR,Ростов-на-Дону,2022-12-20T13:17:13+0300
Техник,40000,,RUR,Сочи,2022-12-20T13:37:52+0300
Главный механик,60000,100000,RUR,Ярославль,2022-12-20T13:04:31+0300
Специалист по тестированию - Middle/Seni­or QA,120000,,RUR,Москва,2022-12-20T13:27:15+0300
Технический писатель,80000,,RUR,Москва,2022-12-20T13:16:30+0300
Инженер,44500,,RUR,Воронеж,2022-12-20T13:59:13+0300
Сборщик ПК и терминалов,60000,80000,RUR,Москва,2022-12-20T13:04:32+0300
Руководитель автохозяйства,100000,200000,RUR,Санкт-Петербург,2022-12-20T13:35:21+0300
"Верстальщик JS (frontend developer) (удаленно, сдельно)",20000,50000,RUR,Казань,2022-12-20T13:19:38+0300
Инженер по сборке компьютеров и серверов,160000,,RUR,Омск,2022-12-20T13:18:25+0300
Фрезеровщик ЧПУ,200000,,KZT,Павлодар,2022-12-20T13:50:00+0300
Frontend-разработчик (React),110000,170000,RUR,Пермь,2022-12-20T13:22:16+0300
Frontend-разработчик,120000,,RUR,Казань,2022-12-20T13:45:52+0300
Системный администратор / инженер отдела ИТ,65000,,RUR,Королев,2022-12-20T13:20:33+0300
Системный администратор,40000,,RUR,Воронеж,2022-12-20T13:04:31+0300
Руководитель IT проектов,,180000,RUR,Москва,2022-12-20T13:11:15+0300
Специалист технической поддержки в IT - компанию,,40000,RUR,Ростов-на-Дону,2022-12-20T13:08:14+0300
Электромеханик,53000,60000,RUR,Тольятти,2022-12-20T13:24:59+0300
Tech support / инженер технической поддержки,80000,,RUR,Новосибирск,2022-12-20T13:04:21+0300
Frontend-разработчик / Верстальщик,150000,200000,RUR,Москва,2022-12-20T13:08:32+0300
Инженер-тестировщик,60000,,RUR,Минск,2022-12-20T13:19:31+0300
Ведущий аналитик системы документооборота,,200000,RUR,Москва,2022-12-20T13:47:50+0300
Системный администратор,120000,150000,RUR,Санкт-Петербург,2022-12-20T13:08:52+0300
Монтажница/монтажник РЭА и П,55000,,RUR,Омск,2022-12-20T13:29:42+0300
Администратор сайта/ маркетолог,80000,100000,RUR,Красногорск,2022-12-20T13:38:38+0300
Системный администратор,33000,35000,RUR,Миасс,2022-12-20T13:51:08+0300
Сервисный инженер,38000,,RUR,Киров (Кировская область),2022-12-20T13:59:25+0300
Менеджер по информационным технологиям,300000,500000,KZT,Астана,2022-12-20T13:06:54+0300
Бизнес-аналитик / консультант (стажер),40000,55000,RUR,Казань,2022-12-20T13:18:09+0300
Ведущий аналитик 1С,250000,300000,RUR,Москва,2022-12-20T13:35:26+0300
Сервисный инженер,60000,,RUR,Екатеринбург,2022-12-20T13:29:27+0300
Python-разработчик,110000,170000,RUR,Пермь,2022-12-20T13:21:12+0300
Инженер-программист АСУ ТП,100000,150000,RUR,Москва,2022-12-20T13:03:45+0300
Программист C/С++,50000,60000,RUR,Новосибирск,2022-12-20T13:02:09+0300
Тестировщик программного обеспечения (Калининград),50000,80000,RUR,Калининград,2022-12-20T13:18:09+0300
Руководитель проекта,80000,90000,RUR,Екатеринбург,2022-12-20T13:09:09+0300
Печатник - продавец в копицентр,35000,,RUR,Тюмень,2022-12-20T13:17:43+0300
Разработчик NodeJS (стартап),100000,300000,RUR,Астана,2022-12-20T13:04:04+0300
Оператор линии поверхностного монтажа,48000,,RUR,Омск,2022-12-20T13:44:52+0300
Системный администратор,58000,58000,RUR,Москва,2022-12-20T13:52:22+0300
Графический дизайнер (создание макетов для печати),36000,40000,RUR,Воронеж,2022-12-20T13:01:05+0300
Разработчик WMS Logistics Vision Suite,,200000,RUR,Москва,2022-12-20T13:28:43+0300
Product owner,100000,,RUR,Тольятти,2022-12-20T13:25:44+0300
Дизайнер 3д визуализатор,10000,35000,KGS,Бишкек,2022-12-20T13:56:56+0300
Руководитель проекта,100000,150000,RUR,Саранск,2022-12-20T13:52:07+0300
Ведущий специалист отдела информационной безопасности,40000,40000,RUR,Челябинск,2022-12-20T13:20:14+0300
Junior\Middle Frontend Developer (Angular),,100000,RUR,Севастополь,2022-12-20T13:34:11+0300
.Net разработчик (backend),45500,85000,RUR,Ростов-на-Дону,2022-12-20T13:52:16+0300
Начальник планово-распределительного бюро,65000,,RUR,Екатеринбург,2022-12-20T13:27:13+0300
Системный администратор,,70000,RUR,Москва,2022-12-20T13:24:01+0300
Tech support / инженер технической поддержки,80000,,RUR,Москва,2022-12-20T13:04:21+0300
Наладчик станков с ЧПУ,72500,120000,RUR,Челябинск,2022-12-20T13:30:01+0300
Художник-Иллюстратор / Графический дизайнер,40000,75000,RUR,Новосибирск,2022-12-20T13:40:14+0300
Backend PHP Developer (Laravel),2000,3400,EUR,Москва,2022-12-20T13:33:01+0300
Монтажник слаботочных систем,64000,64000,RUR,Москва,2022-12-20T13:15:39+0300
Фронтенд-разработчик (TypeScript/React),230000,,RUR,Москва,2022-12-20T13:24:36+0300
Специалист технической поддержки / помощник системного администратора,40000,,RUR,Санкт-Петербург,2022-12-20T13:11:48+0300
Оператор станка с ЧПУ,80000,100000,RUR,Пушкин,2022-12-20T13:28:23+0300
Инженер-программист,88000,,RUR,Салехард,2022-12-20T13:38:28+0300
Старший технический специалист (удаленно),70000,,RUR,Москва,2022-12-20T13:18:16+0300
Дизайнер,60000,65000,RUR,Ставрополь,2022-12-20T13:37:02+0300
Монтажница / монтажник РЭА,37000,,RUR,Красноярск,2022-12-20T13:21:21+0300
Web-разработчик,100000,120000,RUR,Москва,2022-12-20T13:17:34+0300
Дизайнер мебели SketchUp (без продаж),80000,,RUR,Москва,2022-12-20T13:18:17+0300
Системный аналитик / менеджер проекта IT,300000,600000,KZT,Алматы,2022-12-20T13:59:59+0300
Java-разработчик,,400000,RUR,Москва,2022-12-20T13:35:26+0300
"Frontend-developer (удаленно, проект ВЕРТИКАЛЬ)",140000,250000,RUR,Коломна,2022-12-20T13:26:58+0300
Художник-Иллюстратор / Графический дизайнер,40000,75000,RUR,Нижний Новгород,2022-12-20T13:40:14+0300
Старший специалист по ИТ,100000,150000,RUR,Москва,2022-12-20T13:56:25+0300
Мастер по обслуживанию абонентов,40000,,RUR,Тольятти,2022-12-20T13:06:18+0300
"Разработчик 1С, Middle+",180000,,RUR,Москва,2022-12-20T13:20:11+0300
Разработчик .NET,180000,250000,RUR,Москва,2022-12-20T13:55:24+0300
Фрезеровщик,40000,,RUR,Чебоксары,2022-12-20T13:44:24+0300
IOS developer / Разработчик мобильных приложений,90000,,RUR,Новосибирск,2022-12-20T13:15:47+0300
Инженер технической поддержки VIP пользователей,120000,120000,RUR,Москва,2022-12-20T13:58:58+0300
Дизайнер на digital-проекты,80000,,RUR,Москва,2022-12-20T13:12:50+0300
Менеджер проектов / Младший менеджер по работе с клиентами,50000,,RUR,Москва,2022-12-20T13:33:39+0300
Художник-Иллюстратор / Графический дизайнер,40000,75000,RUR,Казань,2022-12-20T13:40:14+0300
Руководитель интернет-проекта,110000,130000,RUR,Москва,2022-12-20T13:43:10+0300
Менеджер BIM,45000,70000,RUR,Ижевск,2022-12-20T13:04:13+0300
Программист 1 С,100000,120000,RUR,Санкт-Петербург,2022-12-20T13:47:07+0300
Распиловщик/Оператор станка ЧПУ,50000,,RUR,Барнаул,2022-12-20T13:44:31+0300
Разработчик NodeJS (стартап),100000,300000,RUR,Новосибирск,2022-12-20T13:04:04+0300
Оператор лазерной резки,55000,,RUR,Тверь,2022-12-20T13:17:23+0300
Менеджер по продукту,150000,200000,RUR,Москва,2022-12-20T13:54:35+0300
Системный аналитик,250000,350000,RUR,Москва,2022-12-20T13:02:04+0300
Системный администратор,70000,,RUR,Дзержинский,2022-12-20T13:33:48+0300
"Ведущий разработчик GameDev (MMORPG, Unreal Engine, С++)",150000,,RUR,Москва,2022-12-20T13:06:57+0300
Инженер-программист (разработчик),170000,200000,RUR,Уфа,2022-12-20T13:09:10+0300
Менеджер продукта (ECM-платформа для управления корпоративным содержимым),,250000,RUR,Москва,2022-12-20T13:34:55+0300
Инженер-программист АСУ ТП,40000,,RUR,Ковров,2022-12-20T13:14:05+0300
Системный Администратор,75000,150000,RUR,Москва,2022-12-20T13:57:02+0300
"Инженер по монтажу оборудования спутникового мониторинга (GPS-трекеры, дополнительные датчики)",1100,2000,BYR,Полоцк,2022-12-20T13:21:26+0300
Оператор станков с программным управлением,65000,,RUR,Казань,2022-12-20T13:26:03+0300
Системный администратор техподдержки,40000,,RUR,Благовещенск (Амурская область),2022-12-20T13:19:37+0300
Ведущий специалист отдела технической защиты информации,46500,,RUR,Екатеринбург,2022-12-20T13:08:19+0300
Помощник графического дизайнера,20000,25000,RUR,Челябинск,2022-12-20T13:20:04+0300
Разработчик NodeJS (стартап),100000,300000,RUR,Санкт-Петербург,2022-12-20T13:04:04+0300
Product owner,150000,,RUR,Москва,2022-12-20T13:25:44+0300
Менеджер BIM,45000,70000,RUR,Пермь,2022-12-20T13:01:39+0300
Слесарь механосборочных работ 5-6 разрядов,,70000,RUR,Иваново (Ивановская область),2022-12-20T13:19:48+0300
Руководитель проекта по работе с госкорпорациями,60000,200000,RUR,Москва,2022-12-20T13:54:38+0300
Инженер-электронщик (мастер по ремонту электронных приборов и оборудования),60000,150000,RUR,Санкт-Петербург,2022-12-20T13:03:45+0300
Менеджер аналитик по маркетингу,50000,,RUR,Санкт-Петербург,2022-12-20T13:46:05+0300
Проектный менеджер,,100000,RUR,Пенза,2022-12-20T13:56:46+0300
Продуктовый аналитик,400000,500000,KZT,Астана,2022-12-20T13:02:41+0300
Специалист по подключению Интернета и ТВ,50000,70000,RUR,Новосибирск,2022-12-20T13:08:15+0300
Middle+ Python Developer / TeamLead,1000000,,KZT,Алматы,2022-12-20T13:14:38+0300
SQL developer (middle),,130000,RUR,Севастополь,2022-12-20T13:34:04+0300
Электрик,60000,80000,RUR,Фрязино,2022-12-20T13:26:58+0300
Монтажник связи,50000,,RUR,Краснодар,2022-12-20T13:20:04+0300
Токарь 3 разряда,40000,40000,RUR,Маркова,2022-12-20T13:03:07+0300
Токарь 3 разряда,40000,40000,RUR,Смоленщина,2022-12-20T13:04:05+0300
Программист PHP,30000,65000,RUR,Уфа,2022-12-20T13:09:46+0300
Программист 1С,85000,,RUR,Улан-Удэ,2022-12-20T13:42:20+0300
Руководитель IT проектов,130000,,RUR,Москва,2022-12-20T13:56:28+0300
Frontend-developer (проект Вертикаль),140000,250000,RUR,Коломна,2022-12-20T13:26:58+0300
Разработчик NodeJS (стартап),100000,300000,RUR,Алматы,2022-12-20T13:04:04+0300
Руководитель проекта (Fit-out),200000,,RUR,Санкт-Петербург,2022-12-20T13:45:06+0300
Графический дизайнер,200000,200000,KZT,Алматы,2022-12-20T13:00:11+0300
Python developer,120000,240000,RUR,Санкт-Петербург,2022-12-20T13:10:29+0300
Системный администратор,,75000,RUR,Сургут,2022-12-20T13:16:20+0300
Инженер КИПиА,85000,,RUR,Иваново (Ивановская область),2022-12-20T13:18:22+0300
Наладчик-оператор фрезерных станков с ЧПУ,90000,,RUR,Санкт-Петербург,2022-12-20T13:14:47+0300
Инженер слаботочных систем,80000,90000,RUR,Москва,2022-12-20T13:42:37+0300
Инженер по установке и обслуживанию оборудования,45000,,RUR,Киров (Кировская область),2022-12-20T13:12:47+0300
Руководитель веб-проектов,80000,,RUR,Москва,2022-12-20T13:04:25+0300
Оператор станка с ЧПУ\кромщик,60000,,RUR,Владимир,2022-12-20T13:25:30+0300
Руководитель проектов по слаботочным системам (ИТСО),80000,130000,RUR,Казань,2022-12-20T13:21:43+0300
Системный администратор,,120000,RUR,Москва,2022-12-20T13:20:00+0300
Технический специалист в отдел Информационной Безопасности,30000,45000,RUR,Тюмень,2022-12-20T13:01:16+0300
Инженер по защите информации,34500,,RUR,Ростов-на-Дону,2022-12-20T13:36:54+0300
Product owner,150000,,RUR,Санкт-Петербург,2022-12-20T13:25:44+0300
Инженер (обслуживание вычислительной техники),30000,,RUR,Омск,2022-12-20T13:25:20+0300
Старший IT-специалист по поддержке гостиничных систем,69000,82000,RUR,Сочи,2022-12-20T13:10:57+0300
Senior С# Developer Unity (GameDev) / Старший разработчик,,250000,RUR,Москва,2022-12-20T13:38:59+0300
Специалист технической поддержки Дальний Восток,60000,60000,RUR,Владивосток,2022-12-20T13:37:54+0300
Сборщик/Оператор кромкооблицовочного станка на производство,70000,,RUR,Санкт-Петербург,2022-12-20T13:05:37+0300
PHP-разработчик,120000,,RUR,Новокузнецк,2022-12-20T13:10:07+0300
Администратор СУБД,100000,,RUR,Уфа,2022-12-20T13:48:41+0300
Специалист IT отдела,30000,40000,RUR,Нижний Новгород,2022-12-20T13:33:11+0300
New business manager (IVK),,90000,RUR,Москва,2022-12-20T13:00:57+0300
Наладчик станков с ЧПУ,50000,,RUR,Курган,2022-12-20T13:36:59+0300
"Инженер систем пожарной автоматики / слаботочных систем (СПС, СОУЭ, ОПС, АППЗ)",80000,100000,RUR,Санкт-Петербург,2022-12-20T13:20:00+0300
Разработчик мобильных webview приложений (Unity 3D/ iOS),,50000,RUR,Москва,2022-12-20T13:43:39+0300
"Дежурный инженер (м. Домодедовская, график день, ночь, два выходных)",70000,70000,RUR,Москва,2022-12-20T13:10:20+0300
Специалист технической поддержки сотрудников банка,42000,42000,RUR,Самара,2022-12-20T13:58:45+0300
Senior Product Designer,3500,4000,USD,Тбилиси,2022-12-20T13:55:45+0300
Программист 1С,130000,,RUR,Москва,2022-12-20T13:02:58+0300
SEO менеджер (Менеджер по поисковой оптимизации),100000,,RUR,Москва,2022-12-20T13:07:09+0300
Руководитель группы инжиниринга,66000,,RUR,Нижний Новгород,2022-12-20T13:19:34+0300
Бизнес-аналитик 1С (удаленно),150000,250000,RUR,Санкт-Петербург,2022-12-20T13:33:54+0300
Специалист поддержки CRM системы,25000,40000,RUR,Новосибирск,2022-12-20T13:17:01+0300
Оператор-наладчик,50000,70000,RUR,Москва,2022-12-20T13:04:24+0300
Оператор станков с ЧПУ,50000,70000,RUR,Пермь,2022-12-20T13:09:03+0300
Старший программист 1С 7.7/1C 8.3,220000,,RUR,Москва,2022-12-20T13:54:35+0300
Специалист по информационным системам (НСИ),85000,,RUR,Москва,2022-12-20T13:24:18+0300
Маркетолог-аналитик,100000,,RUR,Москва,2022-12-20T13:00:32+0300
Product owner,100000,,RUR,Самара,2022-12-20T13:25:44+0300
Аналитик в отдел закупок,55000,,RUR,Казань,2022-12-20T13:42:59+0300
Токарь-универсал,55000,140000,RUR,Санкт-Петербург,2022-12-20T13:41:09+0300
Разработчик NodeJS (стартап),100000,300000,RUR,Тбилиси,2022-12-20T13:04:04+0300
Слесарь-механик,40000,60000,RUR,Нижний Новгород,2022-12-20T13:47:45+0300
Системный программист (Linux),180000,,RUR,Санкт-Петербург,2022-12-20T13:00:52+0300
Ведущий Java-разработчик (spring),,220000,RUR,Москва,2022-12-20T13:19:54+0300
Помощник бизнес-аналитика,25000,30000,RUR,Барнаул,2022-12-20T13:55:45+0300
Инженер технической поддержки (Александровск-Грушевский проспект),45000,,RUR,Шахты,2022-12-20T13:27:05+0300
Программист АСУ ТП,150000,150000,RUR,Санкт-Петербург,2022-12-20T13:25:13+0300
Аналитик в Управление HR,38000,70000,RUR,Казань,2022-12-20T13:18:25+0300
Системный администратор,60000,80000,RUR,Москва,2022-12-20T13:53:58+0300
Специалист 1C (ЗУП) - автоматизация банков и HRM,100000,230000,RUR,Ростов-на-Дону,2022-12-20T13:22:14+0300
Аналитик в Управление HR,38000,70000,RUR,Менделеевск,2022-12-20T13:18:26+0300
Комьюнити-менеджер,45000,,RUR,Санкт-Петербург,2022-12-20T13:11:40+0300
Ruby on Rails разработчик,,400000,RUR,Санкт-Петербург,2022-12-20T13:40:05+0300
Монтажник связи (инсталлятор),50000,,RUR,Мытищи,2022-12-20T13:01:24+0300
Помощник монтажника,80000,,RUR,Москва,2022-12-20T13:09:37+0300
Машинист упаковочной линии,40000,60000,RUR,Покров,2022-12-20T13:23:39+0300
Аналитик в Управление HR,38000,70000,RUR,Уфа,2022-12-20T13:18:25+0300
Инженер-программист,55000,,RUR,Екатеринбург,2022-12-20T13:18:55+0300
Техник/механик/слесарь на производство,60000,,RUR,Санкт-Петербург,2022-12-20T13:53:28+0300
Инженер КИПиА,85000,,RUR,Владимир,2022-12-20T13:18:22+0300
Ведущий инженер УИТ,,23200,RUR,Волжский (Волгоградская область),2022-12-20T13:03:49+0300
Токарь-универсал,37500,,RUR,Екатеринбург,2022-12-20T13:49:13+0300
Инженер по сопровождению 1С,50000,60000,RUR,Екатеринбург,2022-12-20T13:27:17+0300
Дизайнер корпусной мебели,70000,150000,RUR,Екатеринбург,2022-12-20T13:08:31+0300
Project/Product-менеджер,1500,2500,USD,Минск,2022-12-20T13:53:49+0300
Менеджер проектов по внедрению систем автоматизации,130000,,RUR,Москва,2022-12-20T13:09:24+0300
Ученик инженера / Ресторанный техник,75000,,RUR,Москва,2022-12-20T13:20:03+0300
Специалист технической поддержки (1 линия),30000,,RUR,Самара,2022-12-20T13:58:54+0300
Бизнес-аналитик,50000,,RUR,Новосибирск,2022-12-20T13:04:48+0300
Наладчик станков с ЧПУ,,117000,RUR,Самара,2022-12-20T13:49:10+0300
Токарь,,97000,RUR,Самара,2022-12-20T13:52:54+0300
Системный аналитик 1С / Аналитик 1C / Технический писатель,,126000,RUR,Нижний Новгород,2022-12-20T13:36:29+0300
Аналитик в Управление HR,38000,70000,RUR,Ижевск,2022-12-20T13:18:25+0300
Инженер-механик по грузоподъемным механизмам,,44000,RUR,Самара,2022-12-20T13:23:25+0300
"Python Engineer, Remote US timezone",,4000,USD,Алматы,2022-12-20T13:14:21+0300
Инженер отдела информационной безопасности,150000,,RUR,Москва,2022-12-20T13:09:08+0300
"Инженер по видеонаблюдению, СКУД, видеодомофонии",80000,150000,RUR,Москва,2022-12-20T13:20:00+0300
Технический специалист / техник по системам вентиляции и кондиционирования ( сервисник ),70000,75000,RUR,Санкт-Петербург,2022-12-20T13:10:43+0300
Python Backend Developer / WEB - разработчик,220000,280000,RUR,Москва,2022-12-20T13:20:04+0300
Дизайнер одежды,50000,,RUR,Каменск-Уральский,2022-12-20T13:09:01+0300
Дизайнер-верстальщик,50000,60000,RUR,Москва,2022-12-20T13:53:21+0300
Оператор станков с ЧПУ,35000,45000,RUR,Миасс,2022-12-20T13:38:55+0300
Аналитик в Управление HR,38000,70000,RUR,Набережные Челны,2022-12-20T13:18:25+0300
Frontend developer (Vue.Js),150000,300000,RUR,Москва,2022-12-20T13:19:45+0300
Системный администратор,60000,70000,RUR,Санкт-Петербург,2022-12-20T13:02:04+0300
Главный специалист,19000,24000,RUR,Краснообск,2022-12-20T13:10:19+0300
Оператор станков с ЧПУ (фрезерная группа),66000,,RUR,Самара,2022-12-20T13:09:10+0300
Инженер по КИП и автоматике,250000,300000,KZT,Алматы,2022-12-20T13:00:36+0300
Дизайнер,50000,55000,RUR,Санкт-Петербург,2022-12-20T13:19:39+0300
Монтажник слаботочных систем,40000,60000,RUR,Нижний Новгород,2022-12-20T13:08:33+0300
Программист 1С,70000,,RUR,Пятигорск,2022-12-20T13:03:46+0300
Компьютерный Мастер,64000,,RUR,Королев,2022-12-20T13:58:24+0300
Компьютерный Мастер,64000,,RUR,Щелково,2022-12-20T13:57:10+0300
Мастер по обслуживанию абонентов,40000,,RUR,Самара,2022-12-20T13:07:29+0300
Инженер в сервисный центр,55000,60000,RUR,Москва,2022-12-20T13:43:04+0300
Менеджер проектов,40000,90000,RUR,Иркутск,2022-12-20T13:52:10+0300
Аналитик в Управление HR,38000,70000,RUR,Нижнекамск,2022-12-20T13:18:25+0300
Иллюстратор по технической части,1000,,BYR,Брест,2022-12-20T13:21:22+0300
Сервис-инженер станков с ЧПУ,100000,180000,RUR,Набережные Челны,2022-12-20T13:09:06+0300
Токарь 5 разряда,60000,90000,RUR,Санкт-Петербург,2022-12-20T13:40:53+0300
Технический руководитель,90000,,RUR,Миасс,2022-12-20T13:30:27+0300
Механик,75000,,RUR,Кемерово,2022-12-20T13:54:37+0300
Full-stack разработчик (Python),150000,250000,RUR,Москва,2022-12-20T13:40:01+0300
Техник ИТ и ТВ в концертный зал,50000,,RUR,Москва,2022-12-20T13:40:09+0300
Frontend Developer (Vue.Js),2100,4000,USD,Алматы,2022-12-20T13:19:48+0300
Инженер отдела капитального строительства,90000,100000,RUR,Москва,2022-12-20T13:58:53+0300
Рабочий,50000,,RUR,Москва,2022-12-20T13:24:10+0300
Механик по ремонту оборудования,50000,,RUR,Киров (Кировская область),2022-12-20T13:52:16+0300
Middle Quality Assurance Specialist (Manual),1000,,USD,Бишкек,2022-12-20T13:54:02+0300
Слесарь-сборщик РЭА и узлов приборов,70000,90000,RUR,Москва,2022-12-20T13:08:34+0300
"Python Engineer, Remote US timezone",,4000,USD,Астана,2022-12-20T13:14:21+0300
Электромеханик/Старший электромеханик СЦБ,57000,70000,RUR,Барнаул,2022-12-20T13:46:29+0300
Токарь,45000,,RUR,Екатеринбург,2022-12-20T13:49:35+0300
Монтажник слаботочных систем,70000,140000,RUR,Москва,2022-12-20T13:47:56+0300
IOS-разработчик,120000,,RUR,Новосибирск,2022-12-20T13:25:42+0300
Компьютерный Мастер,64000,,RUR,Пушкино (Московская область),2022-12-20T13:57:58+0300
Руководитель проектов в декорационные мастерские,80000,200000,RUR,Москва,2022-12-20T13:53:49+0300
Старший программист 1С (г. Мытищи),210000,294000,RUR,Москва,2022-12-20T13:03:04+0300
Дизайнер-верстальщик,45000,50000,RUR,Санкт-Петербург,2022-12-20T13:19:59+0300
Оператор производственной линии / Оператор станков,30000,60000,RUR,Уфа,2022-12-20T13:08:34+0300
Заместитель начальника отдела защиты информации,125000,,RUR,Москва,2022-12-20T13:54:54+0300
Оператор станка лазерного раскроя металла ЧПУ,80000,80000,RUR,Москва,2022-12-20T13:20:00+0300
Компьютерный Мастер,64000,,RUR,Раменское,2022-12-20T13:57:35+0300
Дизайнер-верстальщик / препресс-специалист,50000,,RUR,Санкт-Петербург,2022-12-20T13:09:02+0300
Frontend-разработчик (Angular),150000,200000,RUR,Волгодонск,2022-12-20T13:28:23+0300
Программист 1С-Битрикс / Битрикс24,100000,150000,RUR,Москва,2022-12-20T13:38:24+0300
Шлифовщик,,88000,RUR,Самара,2022-12-20T13:49:37+0300
Токарь-универсал,55000,140000,RUR,Кировск (Ленинградская область),2022-12-20T13:41:09+0300
Старший инженер-программист (Fullstack-разработчик),,200000,RUR,Москва,2022-12-20T13:01:56+0300
Менеджер по развитию проектов,75000,250000,RUR,Москва,2022-12-20T13:55:03+0300
Руководитель технического отдела,150000,250000,RUR,Москва,2022-12-20T13:33:25+0300
Начальник транспортного отдела (ремзоны),65000,,RUR,Санкт-Петербург,2022-12-20T13:02:04+0300
Сервисный менеджер/автоэлектрик,300000,,KZT,Астана,2022-12-20T13:51:10+0300
IT Product owner,1000,,USD,Бишкек,2022-12-20T13:54:06+0300
Оператор станков с ЧПУ,30000,60000,RUR,Пермь,2022-12-20T13:20:02+0300
Оператор-наладчик станков с ЧПУ,60000,80000,RUR,Екатеринбург,2022-12-20T13:36:43+0300
Мастер сервисного центра,65000,,RUR,Санкт-Петербург,2022-12-20T13:58:37+0300
Инженер-схемотехник,,120000,RUR,Санкт-Петербург,2022-12-20T13:46:40+0300
Technical Support Agent (no experience required),300,800,USD,Алматы,2022-12-20T13:04:25+0300
Монтажник радиоэлектронной аппаратуры и приборов,15000,35000,RUR,Курган,2022-12-20T13:36:59+0300
Оператор фрезерного центра с ЧПУ,80000,,RUR,Железнодорожный,2022-12-20T13:09:22+0300
Оператор станков с ЧПУ,40000,45000,RUR,Кимры,2022-12-20T13:09:47+0300
Senior PHP developer,200000,250000,RUR,Москва,2022-12-20T13:41:02+0300
Оператор станков с программным управлением 4-6 разрядов,,60000,RUR,Иваново (Ивановская область),2022-12-20T13:19:45+0300
Комьюнити-менеджер,45000,,RUR,Москва,2022-12-20T13:11:40+0300
Руководитель проектов (выставочные стенды),40000,100000,RUR,Санкт-Петербург,2022-12-20T13:13:34+0300
Инженер,41000,,RUR,Миллерово,2022-12-20T13:59:09+0300
Промышленный дизайнер,50000,80000,RUR,Санкт-Петербург,2022-12-20T13:01:56+0300
Инженер технической поддержки (ул. Харьковская),40000,,RUR,Новошахтинск,2022-12-20T13:58:26+0300
Выпускающий редактор,40000,,RUR,Оренбург,2022-12-20T13:07:34+0300
Программист SQL,140000,,RUR,Санкт-Петербург,2022-12-20T13:54:54+0300
Аналитик бизнес-процессов (настройкаи внедрение систем amoCRM и МойСклад),75000,100000,RUR,Ростов-на-Дону,2022-12-20T13:52:16+0300
Координатор (техническая поддержка),35000,35000,RUR,Самара,2022-12-20T13:58:39+0300
FrontEnd Developer (vue.js),,150000,RUR,Тбилиси,2022-12-20T13:20:45+0300
Специалист IT отдела,90000,90000,RUR,Москва,2022-12-20T13:37:44+0300
Бизнес/Системный аналитик,1000,,USD,Бишкек,2022-12-20T13:21:06+0300
Ведущий консультант /Функциональный архитектор 1С: ЗУП,170000,,RUR,Москва,2022-12-20T13:49:57+0300
Расклейщик объявлений,35000,,RUR,Москва,2022-12-20T13:09:50+0300
"Руководитель проектов (транспортные сети, сети передачи данных)",100000,,RUR,Краснодар,2022-12-20T13:41:38+0300
Сервисный инженер,65208,86840,RUR,Екатеринбург,2022-12-20T13:56:45+0300
Senior PHP Developer,200000,250000,RUR,Санкт-Петербург,2022-12-20T13:40:59+0300
Монтажник слаботочных систем,55000,70000,RUR,Санкт-Петербург,2022-12-20T13:09:21+0300
Программист-разработчик 1С,100000,,RUR,Тюмень,2022-12-20T13:43:40+0300
Механик по автотранспорту,50000,50000,RUR,Владимир,2022-12-20T13:50:53+0300
Токарь-универсал,60000,,RUR,Санкт-Петербург,2022-12-20T13:02:34+0300
Начинающий компьютерный мастер,55000,,RUR,Звенигород,2022-12-20T13:59:21+0300
Ведущий специалист по технической защите информации,63500,63500,RUR,Санкт-Петербург,2022-12-20T13:14:05+0300
Продакт менеджер (электротехника),150000,,RUR,Москва,2022-12-20T13:26:57+0300
"Менеджер проектов IT (промышленность), г. Ижевск",110000,,RUR,Ижевск,2022-12-20T13:09:46+0300
Инженер-электроник,40000,40000,RUR,Омск,2022-12-20T13:23:56+0300
Главный механик,45000,,RUR,Энгельс,2022-12-20T13:08:33+0300
Консультант по настройке и внедрению ERP систем,130000,,RUR,Санкт-Петербург,2022-12-20T13:53:59+0300
"Фрезеровщик 6 разряда АО ""Завод ""Энергия""",65000,90000,RUR,Санкт-Петербург,2022-12-20T13:40:55+0300
Оператор станков с ЧПУ,,46000,RUR,Белгород,2022-12-20T13:13:33+0300
