name,salary_from,salary_to,salary_currency,area_name,published_at
Наладчик холодноштамповочного оборудования,1000,,BYR,Минск,2022-12-20T13:37:30+0300
Механик боулинга/Технический специалист центра,65000,75000,RUR,Москва,2022-12-20T13:48:08+0300
Инженер-программист,40000,,RUR,Краснодар,2022-12-20T13:25:15+0300
Механик на пищевое производство,75000,90000,RUR,Москва,2022-12-20T13:59:25+0300
Сервисный инженер по ремонту и обслуживанию спецтехники Komatsu,80000,,RUR,Екатеринбург,2022-12-20T13:40:55+0300
Старший программист 1С 7.7/1C 8.3,220000,,RUR,Видное,2022-12-20T13:54:35+0300
Инженер по направлению динамика и прочность (FEA),70000,,RUR,Екатеринбург,2022-12-20T13:16:36+0300
Руководитель отдела автоматики и связи (инженер-программист),60000,80000,RUR,Саяногорск,2022-12-20T13:54:55+0300
C++ разработчик Windows приложений,150000,,RUR,Санкт-Петербург,2022-12-20T13:49:54+0300
Сервис-инженер станков с ЧПУ,100000,180000,RUR,Санкт-Петербург,2022-12-20T13:09:06+0300
Kotlin developer,,5000,USD,Москва,2022-12-20T13:30:50+0300
Технический диспетчер,40000,,RUR,Москва,2022-12-20T13:06:07+0300
Электромеханик/Старший электромеханик ГАЦ,60000,70000,RUR,Барнаул,2022-12-20T13:46:11+0300
Оператор станка с ЧПУ,,80000,RUR,Самара,2022-12-20T13:57:46+0300
Токарь,45000,,RUR,Нижний Новгород,2022-12-20T13:40:20+0300
Инженер по обслуживанию слаботочных систем безопасности (Сервисный инженер),70000,,RUR,Москва,2022-12-20T13:55:54+0300
Программист-математик,150000,,RUR,Новосибирск,2022-12-20T13:27:24+0300
Механик на месторождении,110000,,RUR,Тюмень,2022-12-20T13:19:50+0300
Руководитель группы эксплуатации сети и подключения абонентов,80000,,RUR,Сургут,2022-12-20T13:10:27+0300
"Python Engineer, Remote US timezone",,4000,USD,Москва,2022-12-20T13:14:21+0300
Сервис-инженер станков с ЧПУ,100000,180000,RUR,Москва,2022-12-20T13:09:06+0300
Механик,50000,60000,RUR,Санкт-Петербург,2022-12-20T13:21:59+0300
"Python Engineer, Remote US timezone",,4000,USD,Тбилиси,2022-12-20T13:14:21+0300
Инженер-программист 1С,80000,,RUR,Нижний Новгород,2022-12-20T13:20:46+0300
Менеджер проектов,50000,100000,RUR,Москва,2022-12-20T13:50:39+0300
Android-разработчик,120000,,RUR,Новосибирск,2022-12-20T13:25:42+0300
Сервис-инженер станков с ЧПУ,100000,180000,RUR,Екатеринбург,2022-12-20T13:09:06+0300
Инженер - электронщик,80000,,RUR,Москва,2022-12-20T13:50:34+0300
Дизайнер корпусной мебели,40000,,RUR,Ярославль,2022-12-20T13:12:32+0300
Аналитик в Управление HR,38000,70000,RUR,Альметьевск,2022-12-20T13:18:25+0300
Главный механик по станочному оборудованию,65000,,RUR,Курган,2022-12-20T13:37:00+0300
Расклейщик объявлений,35000,,RUR,Жуковский,2022-12-20T13:09:51+0300
Электрик/электромонтер,45000,50000,RUR,Ростов-на-Дону,2022-12-20T13:15:00+0300
"Ruby on Rails Engineer, Remote",,300000,RUR,Москва,2022-12-20T13:56:26+0300
Программист 1C / Интегратор 1С (удалённо),70000,120000,RUR,Тюмень,2022-12-20T13:57:34+0300
Программист 1С,,138000,RUR,Краснодар,2022-12-20T13:39:28+0300
Техник по эксплуатации,50000,,RUR,Москва,2022-12-20T13:00:04+0300
Инженер по ремонту раций,60000,80000,RUR,Москва,2022-12-20T13:47:44+0300
Сервисный инженер по ремонту и обслуживанию спецтехники Komatsu,80000,,RUR,Краснотурьинск,2022-12-20T13:41:23+0300
Бизнес-аналитик CRM (Битрикс24),80000,,RUR,Москва,2022-12-20T13:18:05+0300
Токарь-карусельщик,55000,90000,RUR,Нижний Новгород,2022-12-20T13:21:18+0300
Руководитель портфеля проектов 1С,200000,,RUR,Москва,2022-12-20T13:09:22+0300
Оператор контактного центра (исходящие звонки),40000,80000,RUR,Владимир,2022-12-20T13:25:58+0300
Сервисный инженер по ремонту и запуску станков с ЧПУ,100000,150000,RUR,Москва,2022-12-20T13:38:23+0300
"Наладчик станков и манипуляторов с ПУ (3-6 разряда) ""ПО ""Полет""",30000,,RUR,Омск,2022-12-20T13:35:34+0300
Оператор-технолог ЧПУ,50000,,RUR,Нижний Новгород,2022-12-20T13:09:05+0300
Ведущий инженер-программист,95000,95000,RUR,Санкт-Петербург,2022-12-20T13:54:10+0300
"Сервисный инженер (Carel, Segnetigs, Siemens)",70000,,RUR,Москва,2022-12-20T13:56:55+0300
1С-Битрикс - разработчик (Full-stack),150000,180000,RUR,Челябинск,2022-12-20T13:09:21+0300
"Выездной Мастер по ремонту бытовой техники (холодильники, стиральные машины, телевизоры)",70000,280000,RUR,Москва,2022-12-20T13:25:43+0300
Монтажник СПД,30000,,RUR,Железногорск (Красноярский край),2022-12-20T13:46:03+0300
Senior Android разработчик,300000,,RUR,Москва,2022-12-20T13:17:16+0300
"Python Engineer, Remote US timezone",,4000,USD,Санкт-Петербург,2022-12-20T13:14:21+0300
Технический специалист высокочастотного моделирования (HFSS),70000,,RUR,Екатеринбург,2022-12-20T13:16:28+0300
Senior IOS разработчик,250000,,RUR,Москва,2022-12-20T13:50:51+0300
Сервисный инженер,79248,79248,RUR,Санкт-Петербург,2022-12-20T13:56:14+0300
Senior QA Automation Engineer,150000,250000,RUR,Санкт-Петербург,2022-12-20T13:38:29+0300
Senior Backend developer (.NET/C#),,250000,RUR,Санкт-Петербург,2022-12-20T13:23:16+0300
1С-Битрикс - разработчик (Full-stack),150000,180000,RUR,Екатеринбург,2022-12-20T13:09:21+0300
Инженер по вычислительной газодинамике и теплообмену (CFD),70000,,RUR,Екатеринбург,2022-12-20T13:16:39+0300
Руководитель проектов (металлообрабатывающее оборудование),80000,,RUR,Санкт-Петербург,2022-12-20T13:41:50+0300
"Оператор-наладчик станков с ЧПУ 5, 6 разряда (токарные, фрезерные)",80000,110000,RUR,Ступино,2022-12-20T13:04:58+0300
Инженер-механик холодильного оборудования,70000,120000,RUR,Санкт-Петербург,2022-12-20T13:47:06+0300
Senior PHP разработчик,250000,300000,RUR,Москва,2022-12-20T13:50:02+0300
Системный администратор,44000,,RUR,Самара,2022-12-20T13:54:56+0300
"Механик по ремонту дизельных, бензиновых, газовых генераторов",70000,,RUR,Сочи,2022-12-20T13:16:01+0300
Продакт-менеджер (женская одежда),80000,,RUR,Москва,2022-12-20T13:17:17+0300
Токарь 4-6 разряда,46000,,RUR,Омск,2022-12-20T13:35:33+0300
Программист 1C,110000,,RUR,Екатеринбург,2022-12-20T13:16:06+0300
"Консультант 1С:УХ/Аналитик 1С:ERP, УХ удаленно",125000,165000,RUR,Москва,2022-12-20T13:20:31+0300
Middle PHP Developer,1500,,USD,Бишкек,2022-12-20T13:54:09+0300
Руководитель проекта,100000,110000,RUR,Москва,2022-12-20T13:16:53+0300
Ведущий инженер-проектировщик АСУТП,95000,95000,RUR,Санкт-Петербург,2022-12-20T13:54:00+0300
"Python Engineer, Remote US timezone",,4000,USD,Баку,2022-12-20T13:14:21+0300
Руководитель стажеров 1С: БГУ,70000,120000,RUR,Краснодар,2022-12-20T13:43:35+0300
"Ruby on Rails Engineer, Remote",,300000,RUR,Новосибирск,2022-12-20T13:56:26+0300
Программист 1С: Битрикс 24,150000,250000,RUR,Москва,2022-12-20T13:44:42+0300
"Ruby on Rails Engineer, Remote",,300000,RUR,Казань,2022-12-20T13:56:26+0300
Консультант по внедрению и настройке системы Персонал в составе ERP,120000,,RUR,Санкт-Петербург,2022-12-20T13:51:33+0300
Perl developer (middle),,120000,RUR,Севастополь,2022-12-20T13:34:01+0300
Механик ТО,35000,,RUR,Томск,2022-12-20T13:19:45+0300
Руководитель группы аварийно-восстановительных работ,90000,,RUR,Москва,2022-12-20T13:22:12+0300
"Ruby on Rails Engineer, Remote",,300000,RUR,Санкт-Петербург,2022-12-20T13:56:26+0300
Программист 1С (Удаленно),135000,,RUR,Краснодар,2022-12-20T13:08:15+0300
Ведуший разработчик Angular / Senior Angular Developer,160000,220000,RUR,Пермь,2022-12-20T13:10:33+0300
Веб-тестировщик / Тестировщик сайтов / QA (ОФИС),70000,,RUR,Москва,2022-12-20T14:03:14+0300
Художник,70000,80000,RUR,Москва,2022-12-20T14:45:52+0300
Тестировщик,50000,70000,RUR,Екатеринбург,2022-12-20T14:47:36+0300
Аналитик (Junior),100000,,RUR,Москва,2022-12-20T14:52:20+0300
Главный механик / Начальник Автоколонны / Технический директор,120000,200000,RUR,Москва,2022-12-20T14:51:09+0300
